area,crime_type,year,crime_count,crime_date,crime_hour,day_night,source_dataset,latitude,longitude
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Agra,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Chennai,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Meerut,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Ahmedabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kolkata,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Agra,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Lucknow,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Hyderabad,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Kolkata,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Patna,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Patna,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Surat,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Chennai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Chennai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Chennai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Surat,ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,ASSAULT,2021,1,,,,crime_dataset_1,,
Lucknow,ASSAULT,2021,1,,,,crime_dataset_1,,
Nagpur,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,ASSAULT,2021,1,,,,crime_dataset_1,,
Kolkata,ASSAULT,2021,1,,,,crime_dataset_1,,
Visakhapatnam,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Chennai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Kanpur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Pune,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Ghaziabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Nagpur,ASSAULT,2021,1,,,,crime_dataset_1,,
Ahmedabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Ahmedabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Lucknow,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kalyan,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Kolkata,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Agra,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Jaipur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Nagpur,ASSAULT,2021,1,,,,crime_dataset_1,,
Chennai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Vasai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Nashik,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Nagpur,ASSAULT,2021,1,,,,crime_dataset_1,,
Patna,ASSAULT,2021,1,,,,crime_dataset_1,,
Surat,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kolkata,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Ahmedabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Lucknow,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Thane,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kalyan,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Ahmedabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Thane,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Agra,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Ludhiana,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Ghaziabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Ahmedabad,ASSAULT,2021,1,,,,crime_dataset_1,,
Ahmedabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Lucknow,ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bangalore,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Chennai,ASSAULT,2021,1,,,,crime_dataset_1,,
Surat,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Srinagar,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Kolkata,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Ludhiana,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kanpur,ASSAULT,2021,1,,,,crime_dataset_1,,
Lucknow,ASSAULT,2021,1,,,,crime_dataset_1,,
Srinagar,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Ahmedabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Nagpur,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Surat,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Lucknow,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Kolkata,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kanpur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Lucknow,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Hyderabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Nagpur,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Ludhiana,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Varanasi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bhopal,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Pune,ASSAULT,2021,1,,,,crime_dataset_1,,
Ludhiana,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Ludhiana,ASSAULT,2021,1,,,,crime_dataset_1,,
Lucknow,ASSAULT,2021,1,,,,crime_dataset_1,,
Nashik,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Agra,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Hyderabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bangalore,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Ludhiana,ASSAULT,2021,1,,,,crime_dataset_1,,
Nagpur,ASSAULT,2021,1,,,,crime_dataset_1,,
Bhopal,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Jaipur,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kanpur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Jaipur,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kolkata,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bangalore,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Thane,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Nagpur,ASSAULT,2021,1,,,,crime_dataset_1,,
Varanasi,ASSAULT,2021,1,,,,crime_dataset_1,,
Kanpur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Patna,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Agra,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kolkata,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Jaipur,ASSAULT,2021,1,,,,crime_dataset_1,,
Nashik,ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,ASSAULT,2021,1,,,,crime_dataset_1,,
Vasai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Patna,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Ahmedabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Nagpur,ASSAULT,2021,1,,,,crime_dataset_1,,
Surat,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Nagpur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Hyderabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bhopal,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bhopal,ASSAULT,2021,1,,,,crime_dataset_1,,
Kolkata,ASSAULT,2021,1,,,,crime_dataset_1,,
Visakhapatnam,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kolkata,ASSAULT,2021,1,,,,crime_dataset_1,,
Ahmedabad,ASSAULT,2021,1,,,,crime_dataset_1,,
Chennai,ASSAULT,2021,1,,,,crime_dataset_1,,
Indore,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Surat,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kanpur,ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Kolkata,ASSAULT,2021,1,,,,crime_dataset_1,,
Faridabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Pune,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Chennai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Ahmedabad,ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Hyderabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Ludhiana,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kolkata,ASSAULT,2021,1,,,,crime_dataset_1,,
Kanpur,ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Nagpur,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Meerut,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Nagpur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Visakhapatnam,ASSAULT,2021,1,,,,crime_dataset_1,,
Faridabad,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Chennai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Chennai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Lucknow,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Chennai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Jaipur,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Chennai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Surat,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Thane,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Surat,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Ludhiana,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Ludhiana,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kolkata,ASSAULT,2021,1,,,,crime_dataset_1,,
Lucknow,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Ludhiana,ASSAULT,2021,1,,,,crime_dataset_1,,
Vasai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Ghaziabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,ASSAULT,2021,1,,,,crime_dataset_1,,
Meerut,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Faridabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Kanpur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Ahmedabad,ASSAULT,2021,1,,,,crime_dataset_1,,
Kolkata,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Lucknow,ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Surat,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Kalyan,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Chennai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Surat,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Pune,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Ghaziabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Ahmedabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Chennai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Lucknow,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Meerut,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Ahmedabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Lucknow,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,ASSAULT,2021,1,,,,crime_dataset_1,,
Pune,ASSAULT,2021,1,,,,crime_dataset_1,,
Kanpur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Ahmedabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Chennai,ASSAULT,2021,1,,,,crime_dataset_1,,
Visakhapatnam,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Patna,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Pune,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Nagpur,ASSAULT,2021,1,,,,crime_dataset_1,,
Nagpur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Hyderabad,ASSAULT,2021,1,,,,crime_dataset_1,,
Kolkata,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Meerut,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Lucknow,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Chennai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Srinagar,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Rajkot,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Ludhiana,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Chennai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Varanasi,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bhopal,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Hyderabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Ahmedabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Surat,ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Ahmedabad,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Thane,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Lucknow,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Agra,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,ASSAULT,2021,1,,,,crime_dataset_1,,
Lucknow,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Patna,ASSAULT,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Chennai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Pune,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Kolkata,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Delhi,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Lucknow,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Kanpur,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Chennai,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Kolkata,ASSAULT,2021,1,,,,crime_dataset_1,,
Ludhiana,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Indore,ASSAULT,2021,1,,,,crime_dataset_1,,
Rajkot,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Kolkata,ASSAULT,2021,1,,,,crime_dataset_1,,
Jaipur,ASSAULT,2021,1,,,,crime_dataset_1,,
Visakhapatnam,ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Faridabad,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Chennai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Bangalore,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,ASSAULT,2021,1,,,,crime_dataset_1,,
Delhi,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Pune,SEXUAL ASSAULT,2021,1,,,,crime_dataset_1,,
Bangalore,ASSAULT,2021,1,,,,crime_dataset_1,,
Kanpur,KIDNAPPING,2021,1,,,,crime_dataset_1,,
Mumbai,KIDNAPPING,2021,1,,,,crime_dataset_1,,
