area,crime_type,year,crime_count,crime_date,crime_hour,day_night,month,risk_level
Agra,ASSAULT,2020,1,2020-12-20 01:00:00,1,Night,12,Medium
Agra,ASSAULT,2020,1,2020-12-20 06:00:00,6,Day,12,Medium
Patna,SEXUAL ASSAULT,2020,1,2020-12-20 09:00:00,9,Day,12,Medium
Bhopal,ASSAULT,2020,1,2020-12-20 23:00:00,23,Night,12,Medium
Mumbai,SEXUAL ASSAULT,2020,1,2020-12-21 10:00:00,10,Day,12,High
Delhi,ASSAULT,2020,1,2020-12-21 12:00:00,12,Day,12,High
Ludhiana,SEXUAL ASSAULT,2020,1,2020-12-21 14:00:00,14,Day,12,Medium
Jaipur,ASSAULT,2020,1,2020-12-22 11:00:00,11,Day,12,High
Patna,ASSAULT,2020,1,2020-12-23 06:00:00,6,Day,12,Medium
Ghaziabad,KIDNAPPING,2020,1,2020-12-23 08:00:00,8,Day,12,Medium
Hyderabad,SEXUAL ASSAULT,2020,1,2020-12-23 09:00:00,9,Day,12,High
Kolkata,ASSAULT,2020,1,2020-12-23 10:00:00,10,Day,12,High
Delhi,SEXUAL ASSAULT,2020,1,2020-12-24 07:00:00,7,Day,12,High
Hyderabad,SEXUAL ASSAULT,2020,1,2020-12-24 18:00:00,18,Night,12,High
Delhi,SEXUAL ASSAULT,2020,1,2020-12-24 19:00:00,19,Night,12,High
Mumbai,ASSAULT,2020,1,2020-12-25 13:00:00,13,Day,12,High
Pune,SEXUAL ASSAULT,2020,1,2020-12-26 03:00:00,3,Night,12,High
Bangalore,ASSAULT,2020,1,2020-12-26 06:00:00,6,Day,12,High
Vasai,SEXUAL ASSAULT,2020,1,2020-12-26 20:00:00,20,Night,12,Low
Hyderabad,SEXUAL ASSAULT,2020,1,2020-12-27 00:00:00,0,Night,12,High
Faridabad,ASSAULT,2020,1,2020-12-27 19:00:00,19,Night,12,Low
Varanasi,KIDNAPPING,2020,1,2020-12-28 19:00:00,19,Night,12,Low
Delhi,ASSAULT,2020,1,2020-12-29 00:00:00,0,Night,12,High
Nagpur,SEXUAL ASSAULT,2020,1,2020-12-29 01:00:00,1,Night,12,Medium
Mumbai,ASSAULT,2020,1,2020-12-29 23:00:00,23,Night,12,High
Chennai,ASSAULT,2020,1,2020-12-30 18:00:00,18,Night,12,High
Ahmedabad,KIDNAPPING,2020,1,2020-12-31 00:00:00,0,Night,12,High
Hyderabad,KIDNAPPING,2020,1,2020-12-31 07:00:00,7,Day,12,High
Thane,KIDNAPPING,2021,1,2021-01-01 05:00:00,5,Night,1,Low
Ahmedabad,KIDNAPPING,2021,1,2021-01-01 11:00:00,11,Day,1,High
Hyderabad,SEXUAL ASSAULT,2021,1,2021-01-01 15:00:00,15,Day,1,High
Chennai,KIDNAPPING,2021,1,2021-01-02 04:00:00,4,Night,1,High
Chennai,KIDNAPPING,2021,1,2021-01-02 11:00:00,11,Day,1,High
Hyderabad,ASSAULT,2021,1,2021-01-03 04:00:00,4,Night,1,High
Kolkata,SEXUAL ASSAULT,2021,1,2021-01-03 06:00:00,6,Day,1,High
Mumbai,ASSAULT,2021,1,2021-01-03 09:00:00,9,Day,1,High
Ahmedabad,KIDNAPPING,2021,1,2021-01-03 15:00:00,15,Day,1,High
Patna,SEXUAL ASSAULT,2021,1,2021-01-03 17:00:00,17,Day,1,Medium
Ghaziabad,SEXUAL ASSAULT,2021,1,2021-01-04 19:00:00,19,Night,1,Medium
Patna,SEXUAL ASSAULT,2021,1,2021-01-04 23:00:00,23,Night,1,Medium
Patna,ASSAULT,2021,1,2021-01-05 02:00:00,2,Night,1,Medium
Bangalore,SEXUAL ASSAULT,2021,1,2021-01-05 15:00:00,15,Day,1,High
Hyderabad,KIDNAPPING,2021,1,2021-01-05 20:00:00,20,Night,1,High
Chennai,KIDNAPPING,2021,1,2021-01-06 03:00:00,3,Night,1,High
Meerut,SEXUAL ASSAULT,2021,1,2021-01-06 23:00:00,23,Night,1,Low
Rajkot,KIDNAPPING,2021,1,2021-01-07 08:00:00,8,Day,1,Low
Kolkata,SEXUAL ASSAULT,2021,1,2021-01-07 10:00:00,10,Day,1,High
Delhi,SEXUAL ASSAULT,2021,1,2021-01-07 17:00:00,17,Day,1,High
Nagpur,SEXUAL ASSAULT,2021,1,2021-01-07 23:00:00,23,Night,1,Medium
Bangalore,ASSAULT,2021,1,2021-01-08 03:00:00,3,Night,1,High
Lucknow,SEXUAL ASSAULT,2021,1,2021-01-08 07:00:00,7,Day,1,High
Hyderabad,ASSAULT,2021,1,2021-01-09 02:00:00,2,Night,1,High
Kolkata,KIDNAPPING,2021,1,2021-01-09 18:00:00,18,Night,1,High
Jaipur,KIDNAPPING,2021,1,2021-01-09 19:00:00,19,Night,1,High
Mumbai,KIDNAPPING,2021,1,2021-01-09 23:00:00,23,Night,1,High
Delhi,SEXUAL ASSAULT,2021,1,2021-01-10 06:00:00,6,Day,1,High
Ghaziabad,SEXUAL ASSAULT,2021,1,2021-01-10 16:00:00,16,Day,1,Medium
Pune,ASSAULT,2021,1,2021-01-10 21:00:00,21,Night,1,High
Nashik,SEXUAL ASSAULT,2021,1,2021-01-11 17:00:00,17,Day,1,Low
Nagpur,ASSAULT,2021,1,2021-01-11 19:00:00,19,Night,1,Medium
Jaipur,KIDNAPPING,2021,1,2021-01-11 21:00:00,21,Night,1,High
Chennai,KIDNAPPING,2021,1,2021-01-12 02:00:00,2,Night,1,High
Thane,SEXUAL ASSAULT,2021,1,2021-01-12 03:00:00,3,Night,1,Low
Bangalore,ASSAULT,2021,1,2021-01-12 04:00:00,4,Night,1,High
Delhi,KIDNAPPING,2021,1,2021-01-12 11:00:00,11,Day,1,High
Pune,ASSAULT,2021,1,2021-01-12 16:00:00,16,Day,1,High
Jaipur,KIDNAPPING,2021,1,2021-01-13 05:00:00,5,Night,1,High
Delhi,KIDNAPPING,2021,1,2021-01-14 01:00:00,1,Night,1,High
Delhi,ASSAULT,2021,1,2021-01-14 02:00:00,2,Night,1,High
Mumbai,ASSAULT,2021,1,2021-01-14 20:00:00,20,Night,1,High
Ludhiana,KIDNAPPING,2021,1,2021-01-15 19:00:00,19,Night,1,Medium
Ludhiana,SEXUAL ASSAULT,2021,1,2021-01-16 15:00:00,15,Day,1,Medium
Mumbai,SEXUAL ASSAULT,2021,1,2021-01-17 17:00:00,17,Day,1,High
Bhopal,SEXUAL ASSAULT,2021,1,2021-01-18 04:00:00,4,Night,1,Medium
Visakhapatnam,KIDNAPPING,2021,1,2021-01-18 15:00:00,15,Day,1,Low
Delhi,KIDNAPPING,2021,1,2021-01-19 02:00:00,2,Night,1,High
Nashik,SEXUAL ASSAULT,2021,1,2021-01-19 14:00:00,14,Day,1,Low
Mumbai,SEXUAL ASSAULT,2021,1,2021-01-19 22:00:00,22,Night,1,High
Pune,SEXUAL ASSAULT,2021,1,2021-01-20 09:00:00,9,Day,1,High
Kolkata,ASSAULT,2021,1,2021-01-21 20:00:00,20,Night,1,High
Patna,KIDNAPPING,2021,1,2021-01-22 11:00:00,11,Day,1,Medium
Rajkot,KIDNAPPING,2021,1,2021-01-22 19:00:00,19,Night,1,Low
Srinagar,SEXUAL ASSAULT,2021,1,2021-01-23 21:00:00,21,Night,1,Low
Lucknow,SEXUAL ASSAULT,2021,1,2021-01-24 18:00:00,18,Night,1,High
Mumbai,KIDNAPPING,2021,1,2021-01-25 02:00:00,2,Night,1,High
Delhi,KIDNAPPING,2021,1,2021-01-25 17:00:00,17,Day,1,High
Kanpur,ASSAULT,2021,1,2021-01-25 21:00:00,21,Night,1,Medium
Chennai,ASSAULT,2021,1,2021-01-26 00:00:00,0,Night,1,High
Ahmedabad,SEXUAL ASSAULT,2021,1,2021-01-26 05:00:00,5,Night,1,High
Kalyan,SEXUAL ASSAULT,2021,1,2021-01-26 17:00:00,17,Day,1,Low
Delhi,ASSAULT,2021,1,2021-01-26 19:00:00,19,Night,1,High
Hyderabad,ASSAULT,2021,1,2021-01-26 21:00:00,21,Night,1,High
Delhi,SEXUAL ASSAULT,2021,1,2021-01-27 07:00:00,7,Day,1,High
Lucknow,ASSAULT,2021,1,2021-01-27 21:00:00,21,Night,1,High
Delhi,SEXUAL ASSAULT,2021,1,2021-01-29 07:00:00,7,Day,1,High
Nagpur,ASSAULT,2021,1,2021-01-29 13:00:00,13,Day,1,Medium
Chennai,SEXUAL ASSAULT,2021,1,2021-01-30 02:00:00,2,Night,1,High
Visakhapatnam,KIDNAPPING,2021,1,2021-01-30 15:00:00,15,Day,1,Low
Vasai,ASSAULT,2021,1,2021-01-30 21:00:00,21,Night,1,Low
Hyderabad,SEXUAL ASSAULT,2021,1,2021-01-31 08:00:00,8,Day,1,High
Kolkata,SEXUAL ASSAULT,2021,1,2021-01-31 11:00:00,11,Day,1,High
Bangalore,ASSAULT,2021,1,2021-02-01 07:00:00,7,Day,2,High
Kolkata,ASSAULT,2021,1,2021-02-01 14:00:00,14,Day,2,High
Surat,SEXUAL ASSAULT,2021,1,2021-02-01 22:00:00,22,Night,2,Medium
Kolkata,KIDNAPPING,2021,1,2021-02-02 03:00:00,3,Night,2,High
Ahmedabad,KIDNAPPING,2021,1,2021-02-02 23:00:00,23,Night,2,High
Mumbai,KIDNAPPING,2021,1,2021-02-03 11:00:00,11,Day,2,High
Vasai,SEXUAL ASSAULT,2021,1,2021-02-04 09:00:00,9,Day,2,Low
Kolkata,ASSAULT,2021,1,2021-02-04 16:00:00,16,Day,2,High
Delhi,SEXUAL ASSAULT,2021,1,2021-02-04 18:00:00,18,Night,2,High
Visakhapatnam,SEXUAL ASSAULT,2021,1,2021-02-05 07:00:00,7,Day,2,Low
Surat,SEXUAL ASSAULT,2021,1,2021-02-05 08:00:00,8,Day,2,Medium
Kanpur,SEXUAL ASSAULT,2021,1,2021-02-05 18:00:00,18,Night,2,Medium
Lucknow,KIDNAPPING,2021,1,2021-02-06 11:00:00,11,Day,2,High
Mumbai,KIDNAPPING,2021,1,2021-02-06 16:00:00,16,Day,2,High
Hyderabad,SEXUAL ASSAULT,2021,1,2021-02-06 17:00:00,17,Day,2,High
Delhi,ASSAULT,2021,1,2021-02-06 20:00:00,20,Night,2,High
Kolkata,KIDNAPPING,2021,1,2021-02-07 19:00:00,19,Night,2,High
Mumbai,KIDNAPPING,2021,1,2021-02-08 09:00:00,9,Day,2,High
Hyderabad,SEXUAL ASSAULT,2021,1,2021-02-09 05:00:00,5,Night,2,High
Jaipur,ASSAULT,2021,1,2021-02-09 12:00:00,12,Day,2,High
Mumbai,KIDNAPPING,2021,1,2021-02-09 14:00:00,14,Day,2,High
Mumbai,SEXUAL ASSAULT,2021,1,2021-02-09 18:00:00,18,Night,2,High
Hyderabad,SEXUAL ASSAULT,2021,1,2021-02-09 19:00:00,19,Night,2,High
Mumbai,ASSAULT,2021,1,2021-02-09 20:00:00,20,Night,2,High
Agra,ASSAULT,2021,1,2021-02-09 21:00:00,21,Night,2,Medium
Delhi,ASSAULT,2021,1,2021-02-10 02:00:00,2,Night,2,High
Hyderabad,ASSAULT,2021,1,2021-02-10 06:00:00,6,Day,2,High
Delhi,ASSAULT,2021,1,2021-02-11 02:00:00,2,Night,2,High
Chennai,SEXUAL ASSAULT,2021,1,2021-02-11 08:00:00,8,Day,2,High
Mumbai,SEXUAL ASSAULT,2021,1,2021-02-11 13:00:00,13,Day,2,High
Jaipur,SEXUAL ASSAULT,2021,1,2021-02-11 18:00:00,18,Night,2,High
Nashik,SEXUAL ASSAULT,2021,1,2021-02-11 20:00:00,20,Night,2,Low
Bangalore,KIDNAPPING,2021,1,2021-02-11 21:00:00,21,Night,2,High
Chennai,SEXUAL ASSAULT,2021,1,2021-02-12 07:00:00,7,Day,2,High
Chennai,ASSAULT,2021,1,2021-02-12 09:00:00,9,Day,2,High
Delhi,KIDNAPPING,2021,1,2021-02-12 15:00:00,15,Day,2,High
Mumbai,KIDNAPPING,2021,1,2021-02-13 19:00:00,19,Night,2,High
Mumbai,ASSAULT,2021,1,2021-02-14 00:00:00,0,Night,2,High
Lucknow,ASSAULT,2021,1,2021-02-14 12:00:00,12,Day,2,High
Delhi,ASSAULT,2021,1,2021-02-14 15:00:00,15,Day,2,High
Kolkata,KIDNAPPING,2021,1,2021-02-15 02:00:00,2,Night,2,High
Meerut,ASSAULT,2021,1,2021-02-15 19:00:00,19,Night,2,Low
Mumbai,KIDNAPPING,2021,1,2021-02-16 05:00:00,5,Night,2,High
Jaipur,ASSAULT,2021,1,2021-02-16 07:00:00,7,Day,2,High
Ahmedabad,SEXUAL ASSAULT,2021,1,2021-02-18 10:00:00,10,Day,2,High
Mumbai,KIDNAPPING,2021,1,2021-02-18 16:00:00,16,Day,2,High
Mumbai,KIDNAPPING,2021,1,2021-02-18 19:00:00,19,Night,2,High
Surat,ASSAULT,2021,1,2021-02-18 21:00:00,21,Night,2,Medium
Visakhapatnam,SEXUAL ASSAULT,2021,1,2021-02-18 22:00:00,22,Night,2,Low
Delhi,SEXUAL ASSAULT,2021,1,2021-02-19 05:00:00,5,Night,2,High
Delhi,SEXUAL ASSAULT,2021,1,2021-02-19 18:00:00,18,Night,2,High
Chennai,SEXUAL ASSAULT,2021,1,2021-02-20 00:00:00,0,Night,2,High
Kolkata,ASSAULT,2021,1,2021-02-20 07:00:00,7,Day,2,High
Bangalore,ASSAULT,2021,1,2021-02-20 15:00:00,15,Day,2,High
Bangalore,KIDNAPPING,2021,1,2021-02-22 12:00:00,12,Day,2,High
Delhi,KIDNAPPING,2021,1,2021-02-22 18:00:00,18,Night,2,High
Delhi,ASSAULT,2021,1,2021-02-22 22:00:00,22,Night,2,High
Nashik,ASSAULT,2021,1,2021-02-23 05:00:00,5,Night,2,Low
Mumbai,SEXUAL ASSAULT,2021,1,2021-02-24 03:00:00,3,Night,2,High
Chennai,SEXUAL ASSAULT,2021,1,2021-02-24 09:00:00,9,Day,2,High
Hyderabad,KIDNAPPING,2021,1,2021-02-24 21:00:00,21,Night,2,High
Hyderabad,KIDNAPPING,2021,1,2021-02-25 07:00:00,7,Day,2,High
Pune,KIDNAPPING,2021,1,2021-02-25 12:00:00,12,Day,2,High
Pune,SEXUAL ASSAULT,2021,1,2021-02-25 13:00:00,13,Day,2,High
Kolkata,ASSAULT,2021,1,2021-02-26 11:00:00,11,Day,2,High
Thane,KIDNAPPING,2021,1,2021-02-27 23:00:00,23,Night,2,Low
Jaipur,KIDNAPPING,2021,1,2021-02-28 01:00:00,1,Night,2,High
Mumbai,KIDNAPPING,2021,1,2021-02-28 13:00:00,13,Day,2,High
Kolkata,ASSAULT,2021,1,2021-03-01 01:00:00,1,Night,3,High
Jaipur,SEXUAL ASSAULT,2021,1,2021-03-01 12:00:00,12,Day,3,High
Bhopal,SEXUAL ASSAULT,2021,1,2021-03-01 15:00:00,15,Day,3,Medium
Chennai,ASSAULT,2021,1,2021-03-01 17:00:00,17,Day,3,High
Kanpur,SEXUAL ASSAULT,2021,1,2021-03-01 20:00:00,20,Night,3,Medium
Chennai,SEXUAL ASSAULT,2021,1,2021-03-02 07:00:00,7,Day,3,High
Chennai,SEXUAL ASSAULT,2021,1,2021-03-02 16:00:00,16,Day,3,High
Nagpur,ASSAULT,2021,1,2021-03-02 23:00:00,23,Night,3,Medium
Lucknow,ASSAULT,2021,1,2021-03-03 03:00:00,3,Night,3,High
Lucknow,KIDNAPPING,2021,1,2021-03-04 04:00:00,4,Night,3,High
Hyderabad,ASSAULT,2021,1,2021-03-04 08:00:00,8,Day,3,High
Ahmedabad,KIDNAPPING,2021,1,2021-03-04 20:00:00,20,Night,3,High
Visakhapatnam,KIDNAPPING,2021,1,2021-03-05 08:00:00,8,Day,3,Low
Surat,SEXUAL ASSAULT,2021,1,2021-03-05 17:00:00,17,Day,3,Medium
Thane,KIDNAPPING,2021,1,2021-03-06 03:00:00,3,Night,3,Low
Bangalore,KIDNAPPING,2021,1,2021-03-06 04:00:00,4,Night,3,High
Bangalore,ASSAULT,2021,1,2021-03-06 09:00:00,9,Day,3,High
Lucknow,KIDNAPPING,2021,1,2021-03-06 12:00:00,12,Day,3,High
Delhi,KIDNAPPING,2021,1,2021-03-06 16:00:00,16,Day,3,High
Jaipur,SEXUAL ASSAULT,2021,1,2021-03-06 22:00:00,22,Night,3,High
Patna,SEXUAL ASSAULT,2021,1,2021-03-07 03:00:00,3,Night,3,Medium
Bangalore,SEXUAL ASSAULT,2021,1,2021-03-07 17:00:00,17,Day,3,High
Delhi,ASSAULT,2021,1,2021-03-07 21:00:00,21,Night,3,High
Vasai,SEXUAL ASSAULT,2021,1,2021-03-07 22:00:00,22,Night,3,Low
Bangalore,KIDNAPPING,2021,1,2021-03-08 11:00:00,11,Day,3,High
Srinagar,ASSAULT,2021,1,2021-03-08 12:00:00,12,Day,3,Low
Delhi,ASSAULT,2021,1,2021-03-09 00:00:00,0,Night,3,High
Delhi,ASSAULT,2021,1,2021-03-09 01:00:00,1,Night,3,High
Chennai,KIDNAPPING,2021,1,2021-03-09 15:00:00,15,Day,3,High
Hyderabad,SEXUAL ASSAULT,2021,1,2021-03-10 00:00:00,0,Night,3,High
Kolkata,SEXUAL ASSAULT,2021,1,2021-03-10 05:00:00,5,Night,3,High
Kanpur,KIDNAPPING,2021,1,2021-03-10 14:00:00,14,Day,3,Medium
Kanpur,KIDNAPPING,2021,1,2021-03-11 01:00:00,1,Night,3,Medium
Kolkata,ASSAULT,2021,1,2021-03-11 14:00:00,14,Day,3,High
Pune,ASSAULT,2021,1,2021-03-12 11:00:00,11,Day,3,High
Bangalore,SEXUAL ASSAULT,2021,1,2021-03-12 19:00:00,19,Night,3,High
Kolkata,ASSAULT,2021,1,2021-03-13 19:00:00,19,Night,3,High
Delhi,KIDNAPPING,2021,1,2021-03-14 16:00:00,16,Day,3,High
Mumbai,ASSAULT,2021,1,2021-03-14 22:00:00,22,Night,3,High
Jaipur,KIDNAPPING,2021,1,2021-03-16 03:00:00,3,Night,3,High
Surat,ASSAULT,2021,1,2021-03-16 04:00:00,4,Night,3,Medium
Surat,KIDNAPPING,2021,1,2021-03-16 12:00:00,12,Day,3,Medium
Ahmedabad,SEXUAL ASSAULT,2021,1,2021-03-16 19:00:00,19,Night,3,High
Kolkata,KIDNAPPING,2021,1,2021-03-17 10:00:00,10,Day,3,High
Indore,KIDNAPPING,2021,1,2021-03-18 04:00:00,4,Night,3,Medium
Surat,KIDNAPPING,2021,1,2021-03-18 14:00:00,14,Day,3,Medium
Nashik,SEXUAL ASSAULT,2021,1,2021-03-18 20:00:00,20,Night,3,Low
Hyderabad,ASSAULT,2021,1,2021-03-18 21:00:00,21,Night,3,High
Kanpur,SEXUAL ASSAULT,2021,1,2021-03-18 22:00:00,22,Night,3,Medium
Pune,KIDNAPPING,2021,1,2021-03-19 08:00:00,8,Day,3,High
Hyderabad,ASSAULT,2021,1,2021-03-19 11:00:00,11,Day,3,High
Ahmedabad,KIDNAPPING,2021,1,2021-03-19 18:00:00,18,Night,3,High
Lucknow,KIDNAPPING,2021,1,2021-03-20 03:00:00,3,Night,3,High
Ghaziabad,KIDNAPPING,2021,1,2021-03-20 13:00:00,13,Day,3,Medium
Delhi,KIDNAPPING,2021,1,2021-03-20 16:00:00,16,Day,3,High
Varanasi,ASSAULT,2021,1,2021-03-21 04:00:00,4,Night,3,Low
Kanpur,ASSAULT,2021,1,2021-03-21 17:00:00,17,Day,3,Medium
Chennai,KIDNAPPING,2021,1,2021-03-21 18:00:00,18,Night,3,High
Pune,KIDNAPPING,2021,1,2021-03-22 22:00:00,22,Night,3,High
Hyderabad,KIDNAPPING,2021,1,2021-03-23 06:00:00,6,Day,3,High
Chennai,KIDNAPPING,2021,1,2021-03-23 17:00:00,17,Day,3,High
Lucknow,ASSAULT,2021,1,2021-03-23 21:00:00,21,Night,3,High
Pune,ASSAULT,2021,1,2021-03-25 14:00:00,14,Day,3,High
Delhi,SEXUAL ASSAULT,2021,1,2021-03-26 15:00:00,15,Day,3,High
Jaipur,SEXUAL ASSAULT,2021,1,2021-03-27 04:00:00,4,Night,3,High
Kalyan,ASSAULT,2021,1,2021-03-27 09:00:00,9,Day,3,Low
Chennai,SEXUAL ASSAULT,2021,1,2021-03-27 18:00:00,18,Night,3,High
Delhi,SEXUAL ASSAULT,2021,1,2021-03-28 22:00:00,22,Night,3,High
Indore,SEXUAL ASSAULT,2021,1,2021-03-29 07:00:00,7,Day,3,Medium
Pune,KIDNAPPING,2021,1,2021-03-31 02:00:00,2,Night,3,High
Bangalore,ASSAULT,2021,1,2021-03-31 08:00:00,8,Day,3,High
Delhi,ASSAULT,2021,1,2021-04-01 00:00:00,0,Night,4,High
Pune,SEXUAL ASSAULT,2021,1,2021-04-01 07:00:00,7,Day,4,High
Srinagar,KIDNAPPING,2021,1,2021-04-01 18:00:00,18,Night,4,Low
Delhi,ASSAULT,2021,1,2021-04-03 04:00:00,4,Night,4,High
Chennai,KIDNAPPING,2021,1,2021-04-03 08:00:00,8,Day,4,High
Kanpur,ASSAULT,2021,1,2021-04-03 18:00:00,18,Night,4,Medium
Indore,KIDNAPPING,2021,1,2021-04-04 06:00:00,6,Day,4,Medium
Mumbai,ASSAULT,2021,1,2021-04-04 13:00:00,13,Day,4,High
Bangalore,SEXUAL ASSAULT,2021,1,2021-04-04 22:00:00,22,Night,4,High
Pune,KIDNAPPING,2021,1,2021-04-05 09:00:00,9,Day,4,High
Kolkata,SEXUAL ASSAULT,2021,1,2021-04-05 20:00:00,20,Night,4,High
Patna,ASSAULT,2021,1,2021-04-06 04:00:00,4,Night,4,Medium
Bangalore,KIDNAPPING,2021,1,2021-04-06 09:00:00,9,Day,4,High
Jaipur,SEXUAL ASSAULT,2021,1,2021-04-07 10:00:00,10,Day,4,High
Kanpur,SEXUAL ASSAULT,2021,1,2021-04-08 14:00:00,14,Day,4,Medium
Srinagar,SEXUAL ASSAULT,2021,1,2021-04-08 23:00:00,23,Night,4,Low
Agra,ASSAULT,2021,1,2021-04-09 01:00:00,1,Night,4,Medium
Delhi,KIDNAPPING,2021,1,2021-04-09 08:00:00,8,Day,4,High
Bangalore,ASSAULT,2021,1,2021-04-09 18:00:00,18,Night,4,High
Delhi,SEXUAL ASSAULT,2021,1,2021-04-10 00:00:00,0,Night,4,High
Bangalore,ASSAULT,2021,1,2021-04-10 07:00:00,7,Day,4,High
Agra,ASSAULT,2021,1,2021-04-10 21:00:00,21,Night,4,Medium
Mumbai,ASSAULT,2021,1,2021-04-11 01:00:00,1,Night,4,High
Hyderabad,SEXUAL ASSAULT,2021,1,2021-04-11 03:00:00,3,Night,4,High
Bangalore,ASSAULT,2021,1,2021-04-11 09:00:00,9,Day,4,High
Delhi,KIDNAPPING,2021,1,2021-04-11 11:00:00,11,Day,4,High
Chennai,ASSAULT,2021,1,2021-04-13 05:00:00,5,Night,4,High
Mumbai,SEXUAL ASSAULT,2021,1,2021-04-13 13:00:00,13,Day,4,High
Meerut,SEXUAL ASSAULT,2021,1,2021-04-14 10:00:00,10,Day,4,Low
Ahmedabad,KIDNAPPING,2021,1,2021-04-14 21:00:00,21,Night,4,High
Kolkata,KIDNAPPING,2021,1,2021-04-14 23:00:00,23,Night,4,High
Bangalore,KIDNAPPING,2021,1,2021-04-15 07:00:00,7,Day,4,High
Agra,KIDNAPPING,2021,1,2021-04-15 21:00:00,21,Night,4,Medium
Mumbai,KIDNAPPING,2021,1,2021-04-16 01:00:00,1,Night,4,High
Lucknow,KIDNAPPING,2021,1,2021-04-16 07:00:00,7,Day,4,High
Hyderabad,ASSAULT,2021,1,2021-04-16 21:00:00,21,Night,4,High
Mumbai,SEXUAL ASSAULT,2021,1,2021-04-17 09:00:00,9,Day,4,High
Kolkata,SEXUAL ASSAULT,2021,1,2021-04-17 15:00:00,15,Day,4,High
Patna,SEXUAL ASSAULT,2021,1,2021-04-17 17:00:00,17,Day,4,Medium
Mumbai,ASSAULT,2021,1,2021-04-17 20:00:00,20,Night,4,High
Patna,SEXUAL ASSAULT,2021,1,2021-04-18 01:00:00,1,Night,4,Medium
Pune,ASSAULT,2021,1,2021-04-19 03:00:00,3,Night,4,High
Mumbai,KIDNAPPING,2021,1,2021-04-19 15:00:00,15,Day,4,High
Delhi,ASSAULT,2021,1,2021-04-20 00:00:00,0,Night,4,High
Bangalore,SEXUAL ASSAULT,2021,1,2021-04-20 03:00:00,3,Night,4,High
Surat,SEXUAL ASSAULT,2021,1,2021-04-21 13:00:00,13,Day,4,Medium
Chennai,SEXUAL ASSAULT,2021,1,2021-04-21 18:00:00,18,Night,4,High
Bangalore,SEXUAL ASSAULT,2021,1,2021-04-21 19:00:00,19,Night,4,High
Chennai,SEXUAL ASSAULT,2021,1,2021-04-21 21:00:00,21,Night,4,High
Delhi,SEXUAL ASSAULT,2021,1,2021-04-23 06:00:00,6,Day,4,High
Delhi,SEXUAL ASSAULT,2021,1,2021-04-23 07:00:00,7,Day,4,High
Chennai,KIDNAPPING,2021,1,2021-04-23 11:00:00,11,Day,4,High
Surat,ASSAULT,2021,1,2021-04-23 22:00:00,22,Night,4,Medium
Hyderabad,ASSAULT,2021,1,2021-04-24 15:00:00,15,Day,4,High
Lucknow,ASSAULT,2021,1,2021-04-24 16:00:00,16,Day,4,High
Nagpur,SEXUAL ASSAULT,2021,1,2021-04-25 02:00:00,2,Night,4,Medium
Jaipur,ASSAULT,2021,1,2021-04-26 06:00:00,6,Day,4,High
Kolkata,ASSAULT,2021,1,2021-04-26 07:00:00,7,Day,4,High
Visakhapatnam,KIDNAPPING,2021,1,2021-04-27 10:00:00,10,Day,4,Low
Chennai,KIDNAPPING,2021,1,2021-04-27 14:00:00,14,Day,4,High
Delhi,ASSAULT,2021,1,2021-04-27 16:00:00,16,Day,4,High
Kanpur,KIDNAPPING,2021,1,2021-04-27 17:00:00,17,Day,4,Medium
Pune,SEXUAL ASSAULT,2021,1,2021-04-28 01:00:00,1,Night,4,High
Ghaziabad,SEXUAL ASSAULT,2021,1,2021-04-28 04:00:00,4,Night,4,Medium
Bangalore,ASSAULT,2021,1,2021-04-28 11:00:00,11,Day,4,High
Mumbai,KIDNAPPING,2021,1,2021-04-28 16:00:00,16,Day,4,High
Delhi,SEXUAL ASSAULT,2021,1,2021-04-29 13:00:00,13,Day,4,High
Nagpur,ASSAULT,2021,1,2021-04-29 16:00:00,16,Day,4,Medium
Ahmedabad,KIDNAPPING,2021,1,2021-04-30 00:00:00,0,Night,4,High
Mumbai,KIDNAPPING,2021,1,2021-04-30 06:00:00,6,Day,4,High
Ahmedabad,KIDNAPPING,2021,1,2021-04-30 15:00:00,15,Day,4,High
Lucknow,SEXUAL ASSAULT,2021,1,2021-04-30 19:00:00,19,Night,4,High
Hyderabad,SEXUAL ASSAULT,2021,1,2021-04-30 21:00:00,21,Night,4,High
Delhi,ASSAULT,2021,1,2021-05-01 21:00:00,21,Night,5,High
Bangalore,KIDNAPPING,2021,1,2021-05-02 03:00:00,3,Night,5,High
Kalyan,SEXUAL ASSAULT,2021,1,2021-05-02 05:00:00,5,Night,5,Low
Kolkata,KIDNAPPING,2021,1,2021-05-02 09:00:00,9,Day,5,High
Mumbai,KIDNAPPING,2021,1,2021-05-03 12:00:00,12,Day,5,High
Agra,KIDNAPPING,2021,1,2021-05-04 22:00:00,22,Night,5,Medium
Jaipur,KIDNAPPING,2021,1,2021-05-05 01:00:00,1,Night,5,High
Delhi,KIDNAPPING,2021,1,2021-05-05 13:00:00,13,Day,5,High
Nagpur,ASSAULT,2021,1,2021-05-06 13:00:00,13,Day,5,Medium
Chennai,KIDNAPPING,2021,1,2021-05-07 18:00:00,18,Night,5,High
Mumbai,ASSAULT,2021,1,2021-05-08 02:00:00,2,Night,5,High
Bangalore,ASSAULT,2021,1,2021-05-08 05:00:00,5,Night,5,High
